anio,mes,multilateral,usd,real,peso_chileno,euro,libra_esterlina,guarani,nuevo_shekel,peso_mexicano,peso_uruguayo
2019,Enero,298.5756901,267.4659041,321.6846278,302.3493076,317.869081,243.4805763,369.8733733,293.1691421,183.3736472,339.1967895
2019,Febrero,299.8917596,268.3752064,320.7364089,310.4589898,316.941733,247.8427435,371.6787906,297.5179093,182.5690879,341.9770939
2019,Marzo,316.3159473,289.8296229,330.7870973,319.5411791,338.853387,261.3686504,392.930799,319.8154399,194.2135669,357.7386382
2019,Abril,318.8023761,293.3315338,334.2697368,324.4768957,342.017701,262.6693824,390.9802208,324.1372196,200.553809,351.0589265
2019,Mayo,300.6901207,279.9236705,315.6198841,297.4236235,325.2309982,244.8513638,370.2031431,310.0171917,188.7677439,330.3722462
2019,Junio,284.9302165,260.3068137,303.041727,288.6074984,309.1953577,228.911126,349.6738262,291.235446,174.6195271,308.2208996
2019,Julio,286.969425,263.1166289,311.1558897,283.3569273,304.5146559,221.6427035,364.17207,298.1841175,178.4934422,323.4443003
2019,Agosto,358.4029723,339.8490687,366.6108347,355.0411496,389.4588326,287.298352,453.1214981,383.1192092,218.6415286,393.7132451
2019,Septiembre,333.4121142,317.1921129,341.4727082,328.7123264,361.2339132,270.6162952,414.8365849,361.5602585,208.5561464,366.5139042
2019,Octubre,341.2679342,321.1518582,358.5174508,331.4694454,371.5564044,286.3286123,414.3825494,362.0104942,218.2249642,366.1798234
2019,Noviembre,320.3517897,310.4230542,331.4357718,279.2918529,354.6120961,278.1908255,401.3933437,354.1439656,208.4750417,350.548825
2019,Diciembre,320.690253,299.5043606,337.8143254,305.063673,349.4266203,272.8565906,390.0804436,343.2052623,209.5186273,348.2013658
2020,Enero,308.7890729,295.1742758,318.9642016,284.5799459,333.7869494,265.2825022,379.5490489,336.2362353,208.2594689,345.3780146
2020,Febrero,307.4155911,300.1201336,303.642573,280.0367686,338.9794375,266.2899113,386.1425173,338.6567571,201.8866217,340.9454526
2020,Marzo,297.5119978,302.2887564,268.2958861,274.7471395,345.6904118,259.2919333,388.1845489,333.7880496,167.6560851,313.0959025
2020,Abril,297.6684943,304.6598858,256.2891124,279.4339716,345.3952336,264.2777182,392.9614389,344.5229364,167.1758338,319.5651532
2020,Mayo,308.8618357,310.0447653,265.3181245,299.0576956,359.0188294,266.6692397,392.8380653,349.3374596,185.1550274,328.7385082
2020,Junio,312.4300204,315.3404245,263.3232095,294.2773893,369.2283085,269.7815307,388.9283897,359.5740938,181.2194126,341.9462978
2020,Julio,327.8778033,320.6819315,282.5032049,322.8139599,390.2229883,289.6034781,385.3238766,368.1431163,192.6720793,346.3670038
2020,Agosto,326.2304469,321.5727736,271.7701597,314.1638367,392.2175033,295.5895292,385.4176251,372.9117268,196.2007984,345.3796929
2020,Septiembre,324.6363106,324.1059173,263.1737835,316.1976943,388.474763,287.6085579,388.8952579,364.7924204,192.4302457,351.5686241
2020,Octubre,327.3859336,325.6575269,261.3000166,324.7828007,389.6057321,290.7737847,389.0789737,371.4226798,204.3569647,352.7079896
2020,Noviembre,336.7154974,326.9196777,285.9075915,327.3485806,399.9188869,300.0378699,392.8587118,383.8311797,218.3230908,355.7737584
2020,Diciembre,347.0855105,327.1391275,298.079408,353.8937326,411.885809,306.8902077,404.5959899,395.31604,220.8096434,360.1584286
2021,Enero,342.8119998,328.5093761,284.4781601,345.8452211,407.6125854,309.3383493,401.8518766,387.3168828,214.8967402,365.1569132
2021,Febrero,343.5346817,330.4483343,279.9697934,351.7250922,406.3746133,314.7541831,422.7152656,384.7398624,213.4158747,359.8352586
2021,Marzo,335.5843079,327.8602326,269.8574623,343.9664441,393.0158967,307.0866867,427.0811136,378.8155596,214.9236308,346.2590897
2021,Abril,339.4370673,323.0337802,285.6613083,352.2987926,398.9781255,306.4471932,415.1574929,380.9502157,217.3225771,344.6124395
2021,Mayo,332.6301213,317.9797534,288.2650116,333.8908932,392.8072433,305.9256015,391.554008,373.3334877,213.014157,338.902991
2021,Junio,326.8312091,314.3863883,300.7481166,323.2626748,376.711056,293.6802478,384.0781223,365.2287879,211.0747526,336.6371609
2021,Julio,318.3645177,310.1667739,287.264783,308.9752947,368.6387453,290.1055326,373.963425,362.6849232,207.9556839,330.1106239
2021,Agosto,311.4894875,304.6351223,280.0747413,295.0971319,360.2426127,282.5581426,368.7609239,358.0594093,201.2175515,334.7103608
2021,Septiembre,302.3364924,298.9440521,265.7533941,284.02308,349.5179887,271.6776285,366.6791279,351.604301,195.8008507,328.6356212
2021,Octubre,294.2369595,293.8178894,252.2590075,277.6546594,341.1908205,271.0163596,361.5302563,349.0111261,190.8727458,314.8393118
2021,Noviembre,287.8170663,291.3693215,252.7077721,267.825375,329.9375908,262.1332792,362.7627398,343.0948885,180.2373745,310.2746072
2021,Diciembre,283.8579473,286.6122534,247.5927122,260.6751353,326.2618398,261.663865,357.2873407,343.6751864,187.8277774,301.6529952
2022,Enero,282.087036,283.5962133,257.0582749,270.2675728,316.090109,254.7940299,344.277182,328.4935724,182.9035752,304.0024246
2022,Febrero,285.2800229,281.9096222,266.0314061,270.7466774,317.5032836,252.8245409,348.5345703,322.7538179,185.6461236,316.8864549
2022,Marzo,286.7574811,278.3970691,285.8128144,274.8588699,313.4078186,243.6851235,341.1626788,320.9973478,187.027591,318.7841288
2022,Abril,275.932011,276.494659,275.01815,252.5907377,294.6896831,234.8558386,347.656151,305.4917515,181.3790789,317.195788
2022,Mayo,279.6950037,275.0300434,283.5914927,259.8188009,298.4988427,234.265206,341.78807,301.9401895,186.6449725,322.7420441
2022,Junio,269.8507626,277.0217159,256.2137462,235.177224,291.364954,225.3358528,340.0757615,291.0390439,181.245892,325.9819425
2022,Julio,261.7872121,270.3192836,251.6623357,236.5274181,277.5105681,221.513028,332.9789546,290.9472982,176.3553627,308.0300949
2022,Agosto,261.5536453,268.2822401,254.642897,242.3258406,271.457025,212.1514658,332.9871283,295.4625943,179.0346507,314.3085448
2022,Septiembre,255.5863208,270.2051191,239.6385013,225.9245233,268.2851609,200.1886308,327.4201932,278.588223,179.8235096,313.3788963
2022,Octubre,258.9447968,269.2604576,243.0086302,229.7522263,276.6501342,214.4702932,316.7754809,279.0730429,182.9489498,312.3755103
2022,Noviembre,268.1705855,271.7960287,245.0331753,243.5696638,290.3307881,224.6818006,321.9716307,290.1231237,191.5046616,326.9087606
2022,Diciembre,272.6911628,271.5202504,249.2066622,260.0306784,298.8676343,227.3875481,318.6388707,284.4976358,189.9278379,322.8320086
2023,Enero,275.2520474,268.5118156,254.128585,272.1769609,297.9858335,228.081039,314.6599138,285.3897971,194.7796081,329.2774973
2023,Febrero,271.9140019,268.6070882,250.138973,263.7367189,290.6175923,222.0043903,317.3822984,268.5961136,199.0444768,331.5812348
2023,Marzo,277.3841479,267.3998634,253.8675469,277.0934034,299.3166259,228.2425506,322.0641994,273.8734774,201.1407067,333.4776028
2023,Abril,277.9755198,266.4126688,259.6991155,270.0014632,302.4483505,232.9081997,319.9932875,269.9170446,200.410968,332.9600947
2023,Mayo,274.7893656,266.0446793,257.3137118,269.8098021,293.202448,230.1658185,317.3718908,263.4806437,203.5767069,330.9853776
2023,Junio,279.896548,267.4000747,266.9770708,271.1591366,299.2495294,235.5404221,314.1681647,266.0610576,210.2443159,340.5084731
2023,Julio,280.0384091,266.6288509,272.3858872,262.1015869,300.9301331,237.7652132,313.1317651,264.3743333,215.3516238,337.4786963
2023,Agosto,320.6725781,309.2872557,306.7140692,293.520937,345.7258958,271.8313107,361.2003518,299.7411508,249.1158845,390.961639
2023,Septiembre,280.140778,276.9953433,265.3584823,250.9643067,300.9118691,235.3693944,323.1830264,265.3591981,214.7733511,344.6952015
2023,Octubre,253.6194742,253.0751768,243.3770246,224.0007558,275.3996646,213.794593,290.7677246,229.9254502,190.3716439,304.4644446
2023,Noviembre,240.3196352,232.0589844,229.9174201,220.9981552,261.0816875,205.2498062,269.1574389,231.7626028,185.0196029,286.8029331
2023,Diciembre,447.7540023,430.2551488,431.7162792,402.8489834,487.6239569,383.3413808,510.0185759,438.992295,349.8422518,531.1629375
2024,Enero,371.2537612,362.8988156,356.7993826,321.0818931,400.1295298,319.3136388,432.1021014,362.9266017,292.4171811,454.5242412
2024,Febrero,331.5582526,326.140689,321.6060371,273.9681322,359.410319,286.2033587,385.6328192,329.9738921,263.1059617,407.4827053
2024,Marzo,300.7642895,295.3786343,286.0823669,247.7134926,324.7490536,258.3181352,346.0292582,291.5392236,244.8505332,381.4832831
2024,Abril,279.1289564,275.8996476,261.9038341,239.3223046,301.800456,239.9639677,321.5049515,267.1962734,221.3150521,348.0586641
2024,Mayo,274.9943277,270.3486514,253.0478321,243.7902642,298.6674683,238.9382755,311.8546282,266.942903,217.0810032,340.582955
2024,Junio,261.2235179,263.0465191,229.4966324,228.466857,288.2639148,231.6260016,302.4935496,255.9136812,196.5686713,325.7142876
2024,Julio,254.0428142,256.1555549,222.6718354,221.6855044,283.0614137,228.6684506,293.0913526,252.3311892,189.5216198,310.5707392
2024,Agosto,251.3540789,251.0129525,217.377729,227.5049189,283.9551383,230.1479175,285.0047405,255.767321,175.7613309,305.0438073
2024,Septiembre,251.5218061,274.299891,221.2562007,226.4050947,279.6712965,228.8712511,272.7140934,245.2507383,172.1718764,288.8368881
2024,Octubre,239.2689265,243.7053277,207.8260217,213.0468836,269.9054673,221.562976,264.3514606,243.616865,168.1038095,289.5727858
2024,Noviembre,232.3578024,241.231258,197.9023431,207.0722018,259.8787666,215.1799353,267.8918576,245.1134971,164.8749235,278.1744139
